Date,Fut1,Fut2,Fut3,Fut4,Fut5,Fut6,Fut7
07/14/2020,90.00375611,89.63864858,91.85682617,92.67328821,92.37255413,90.94843964,90.31653191
07/15/2020,92.34872122,89.52046052,93.9984444,90.36442259,89.83315527,91.04572334,91.89699175
07/16/2020,90.84471324,89.2952939,92.86353738,90.3960885,89.74191706,93.34289716,92.34030897
07/17/2020,89.91808808,89.43181801,92.93601334,91.19158793,90.62882239,90.88688797,93.20330001
07/20/2020,93.48279013,91.06997209,90.60133322,91.2055628,90.51942281,89.29240022,93.34709938
07/21/2020,90.23243804,91.54831138,90.00540941,89.8857868,91.81370383,91.5169937,93.84850958
07/22/2020,91.15427476,90.70998662,89.89925189,90.09749678,93.90525355,91.08531449,90.90804728
07/23/2020,92.00461527,92.90435033,91.21723059,91.72254941,90.45266985,93.98691049,91.26903728
07/24/2020,90.44323022,90.6378449,92.47973607,93.16876447,89.98963768,93.11940273,92.50890457
07/27/2020,90.99252864,89.06799633,93.91145717,92.50538715,93.56992222,89.44440325,90.67889301
07/28/2020,93.14084694,89.86178445,90.86583993,93.47792949,89.30565778,91.23982336,91.38681866
07/29/2020,91.94729461,93.43240354,93.46815183,89.36866672,89.76534234,93.27744468,90.33996534
07/30/2020,91.31652216,89.24147671,91.75158397,93.81919928,92.74060226,92.6309586,92.61781606
07/31/2020,92.9475319,92.83167612,90.83098978,89.81421067,93.4347792,92.59357982,92.83919712
08/03/2020,91.7766792,93.21998174,92.92015374,92.76960347,92.3941629,91.44203535,91.64576103
08/04/2020,92.87826883,93.27716675,90.31324812,89.53794065,89.27098517,91.1303857,91.7694283
08/05/2020,90.0808495,93.55835785,93.47152111,89.08767573,93.75611575,92.42302538,89.53507911
08/06/2020,89.60384562,92.44710989,89.39609294,90.20269468,93.74691391,89.81277508,89.71271761
08/07/2020,93.30559776,93.4153139,89.74765077,92.92320844,90.92036279,91.90983884,90.88653209
08/10/2020,89.11046308,91.13494479,89.2043391,90.22795684,89.99284576,92.26544193,89.5621307
08/11/2020,91.72472276,92.23506556,93.04093353,89.31345972,93.43755428,92.91973675,89.90273886
08/12/2020,93.44105299,89.37352271,92.56568861,89.34418145,93.83194267,92.24612746,93.1233615
08/13/2020,90.15593275,90.90026752,89.62581858,92.02037217,89.84507213,93.89720401,89.54554932
08/14/2020,92.41833127,93.12725442,91.24708476,92.93239958,91.12249267,93.83971548,92.79218489
08/17/2020,93.16346094,92.76713677,91.27423764,89.215338,92.44311728,89.30497152,92.20956656
08/18/2020,93.19196534,91.83334195,92.75650372,93.92663817,89.14707644,89.07551327,92.85033583
08/19/2020,93.7210803,93.4800166,91.75270506,92.35680192,92.30536474,90.7797809,91.2346168
08/20/2020,93.21316512,89.40876815,92.33500913,89.05089291,90.1563028,90.33531467,93.46951632
08/21/2020,90.48190608,92.71616835,90.16424135,93.17954588,92.04112561,91.00064779,93.7001288
08/24/2020,92.51459345,93.26355938,89.90621122,89.99220655,89.8915891,91.12614277,89.66020882
08/25/2020,93.3957257,90.50422209,90.09011658,91.86091203,93.02047414,89.14647177,93.94930973
08/26/2020,92.14548645,92.46576683,92.34569495,92.1931486,91.14209247,91.67801281,92.99957343
08/27/2020,93.25301101,90.72038426,92.75959943,90.23508527,89.76273945,90.96662762,93.61006078
08/28/2020,92.72385387,90.5587979,89.46603006,92.34595293,92.82675749,90.48118357,92.18793233
08/31/2020,92.10526363,92.83027879,89.89354838,92.77373679,92.12023757,93.60860325,90.41279765
09/01/2020,90.83452567,93.51109959,92.32901852,89.34124659,92.94202203,93.01301683,92.42435572
09/02/2020,93.85005825,90.8885882,92.8862643,92.16362183,90.96780124,91.48857106,89.21902546
09/03/2020,93.36425582,93.58979937,93.43939644,93.64677851,91.57598537,90.09631317,90.5396365
09/04/2020,91.12406266,90.0242995,93.40436303,92.65795156,91.51973658,93.37265001,89.86375106
09/07/2020,91.425959,90.95753017,93.93169825,93.52886541,92.08122416,91.04292432,93.72725246
09/08/2020,90.97135816,93.33617826,89.70739649,92.78642419,89.70349096,93.66607796,89.49081311
09/09/2020,91.93999968,91.40822842,90.20863708,89.58192234,91.50475921,92.35879198,92.38261275
09/10/2020,91.56836317,91.58625564,91.77588026,92.56141595,91.29958191,92.69572671,90.0044389
09/11/2020,91.92188281,91.58037805,89.87212748,93.66038298,90.00684562,89.86695249,90.53881492
09/14/2020,89.41091552,89.49859073,93.96458803,93.76110342,93.4805115,89.98025331,92.91919602
09/15/2020,90.32561159,92.86943848,90.51053783,89.12518176,92.14176067,92.61671499,90.03354488
09/16/2020,92.88250157,90.16883362,90.91383513,90.77437293,89.80329775,89.82910883,91.15553031
09/17/2020,90.77287485,90.66764701,93.93156465,93.07478576,90.31814033,92.7007418,93.73726227
09/18/2020,93.09255729,91.72281893,90.53963953,90.71041731,92.47465366,92.71279919,90.27162777
09/21/2020,91.34085323,90.72044303,90.1682269,93.53670369,90.38924368,90.41429258,92.11531043
09/22/2020,89.24776506,90.69179487,92.28339749,89.15496927,89.19009569,92.35176371,90.05611472
09/23/2020,93.43774537,93.52580533,89.46313322,93.11052994,90.47108911,92.84507648,93.79755951
09/24/2020,89.23993808,93.56272986,91.92693941,92.39288808,92.97167759,89.57772628,92.55017936
09/25/2020,92.39855644,92.98143763,89.18994678,89.15113176,89.19793597,90.64819653,92.23067333
09/28/2020,92.73707856,92.54820912,90.18355247,91.74115778,89.24796447,89.42077408,90.2188068
09/29/2020,92.08541617,90.20441946,89.36635189,90.77603081,89.78280311,93.9127094,90.18330162
09/30/2020,90.69847343,91.74703025,90.77993987,93.93707381,91.41483791,89.80218767,91.6120371
10/01/2020,92.24690954,92.15772978,90.35312219,89.63712283,92.43555578,93.47268302,91.51128159
10/02/2020,92.00679573,89.74798475,90.9946743,90.01877058,91.24008998,91.99381058,90.46712414
10/05/2020,93.79289563,90.59168106,91.46954571,91.70798071,89.33107098,93.16765722,90.95073176
10/06/2020,90.07373566,91.94211245,90.9117468,89.56299051,93.07951897,89.75768771,89.31989363
10/07/2020,89.44299231,90.730928,91.06279025,89.7617256,89.76052608,89.38302856,91.92702614
10/08/2020,91.4496632,92.19258235,89.10501146,92.9062931,92.47848912,90.75451186,91.36661725
10/09/2020,89.95822534,90.40780937,89.52515931,92.60665867,89.20588092,90.52494544,90.11221363
10/12/2020,91.79362688,92.13509643,90.91632814,90.0876668,91.08512057,91.51384483,91.92625781
10/13/2020,89.53172922,93.40660094,91.10562935,91.0781668,89.09139686,91.92714646,90.33490619
10/14/2020,89.6400141,92.96472792,92.98242948,92.15167543,89.50155077,91.50058418,90.15697539
10/15/2020,91.96376614,89.57775871,93.68606232,92.28479111,91.96651734,90.80080478,90.12221589
10/16/2020,93.88077595,91.1974953,90.97766753,91.91100196,93.67257672,91.51268015,89.54895827
10/19/2020,90.63075393,92.2143694,89.50831288,92.03749192,90.10007201,89.4363806,93.6003113
10/20/2020,89.75237777,92.81927291,93.42552758,89.52107041,90.89794725,93.45937215,89.64868019
10/21/2020,92.5023536,89.40080106,89.05035064,90.55122533,93.1598476,92.730055,92.07132453
10/22/2020,89.10489313,93.802887,92.53148945,90.32168635,89.56622636,89.04832187,89.01490916
10/23/2020,91.88213442,89.50444409,90.97473839,90.92500736,90.26733747,92.81352332,89.32899466
10/26/2020,93.75847574,89.43984255,93.01761693,90.72357206,92.03117374,89.70874195,90.60612133
10/27/2020,89.7407022,89.22252889,90.0354527,90.85858266,89.31769057,90.92175161,91.51718224
10/28/2020,93.41261499,91.87458866,93.70879863,89.24466626,92.76122807,92.17280981,90.07887602
10/29/2020,90.04022908,90.41805743,91.26445328,93.78308945,90.30565181,89.54137989,90.36982883
10/30/2020,91.86381418,93.31206191,91.58621426,91.8265951,89.93063796,90.16985369,90.013191
11/02/2020,92.61758411,93.97349246,89.04822458,89.20227946,92.38729341,91.75226279,92.32432616
11/03/2020,90.36447218,89.74932288,89.43569696,89.7254744,89.32877337,91.58897126,90.07335151
11/04/2020,93.3874865,89.47679351,89.51888397,89.79848213,93.82057206,92.26957232,93.25360515
11/05/2020,92.24834858,89.20861795,92.47195042,93.79089582,92.81758167,89.5314355,92.77713846
11/06/2020,89.87913803,92.11628228,90.96041323,90.48543919,90.25727545,91.11212823,90.6127263
11/09/2020,89.52164831,90.38990932,89.39122063,91.96881023,93.83871698,92.3114842,92.69342385
11/10/2020,92.29350043,92.60359784,90.38851154,93.13038227,92.93768032,93.37163847,89.06678435
11/11/2020,89.53804047,92.63756351,93.56392286,91.44949176,93.82852446,91.89548372,90.91063422
11/12/2020,90.22033011,89.49373654,89.56539474,92.8866223,89.09942783,91.80280788,89.77001766
11/13/2020,91.95355672,89.29790439,92.72084428,91.20987121,92.01762964,89.39331627,92.28021929
11/16/2020,92.59206177,91.5683783,89.84085937,89.06470949,89.46265628,90.26713843,92.45740857
11/17/2020,93.2565245,90.57927412,93.77365218,92.80400376,89.73758416,93.76414307,92.45821213
11/18/2020,92.63699013,93.89670397,93.30327516,93.94394072,91.9078174,91.32125406,92.03598539
11/19/2020,92.85687596,91.49013242,90.92677053,90.15129553,92.54100044,89.59182536,92.30204289
11/20/2020,91.52937893,89.16979451,89.54060565,91.59534527,89.7722118,91.43571715,89.83358945
11/23/2020,91.41567938,93.94725491,92.81747918,93.40858256,93.46198568,93.35648319,90.00084723
11/24/2020,91.00150606,90.92760757,90.06143273,91.61939414,93.12144507,93.54358214,91.48545188
11/25/2020,93.15290496,91.09940992,89.88788841,91.50232219,92.88990695,90.28031547,93.28766325
11/26/2020,89.56769536,91.05945588,93.57325351,89.94468373,90.52325916,92.75692938,91.80400337
11/27/2020,91.13256647,91.49440092,90.72245148,91.78090821,93.16227295,91.6284158,90.4604694
11/30/2020,92.57691826,91.77436931,92.95754917,90.44586956,93.4010112,89.54693563,92.57220616
12/01/2020,90.83868948,91.32285098,89.83602713,91.21283062,93.36039164,89.72586231,89.72899765
12/02/2020,93.2344292,93.5432963,91.60797137,93.18737493,89.88890789,92.07678898,93.20043557
12/03/2020,90.68838972,91.86595791,90.00048542,93.42060322,89.81548444,93.65326944,91.69754556
12/04/2020,89.09918343,89.09014592,92.59602159,89.36971673,90.54790074,92.2640772,92.01060146
12/07/2020,92.68577097,89.83549687,92.26392192,89.79079965,93.78159929,93.43934426,89.76878311
12/08/2020,89.10508067,91.75344013,90.11753956,92.97256965,92.98629663,90.63913878,93.85651619
12/09/2020,91.59830028,89.15393234,89.05351407,92.9149514,91.71644705,90.17185534,90.31219654
12/10/2020,90.19921249,93.72254751,92.89491761,90.03102891,89.86188983,93.5410515,89.20131298
12/11/2020,92.74683501,92.75978017,90.09237674,91.0092177,89.31210991,92.42178054,91.44704674
12/14/2020,90.99322969,91.42269248,90.09670665,90.99634787,91.62831436,92.25523301,90.80259966
12/15/2020,92.63773348,91.7136161,91.54064518,90.55286407,93.79557815,91.51012284,92.11139045
12/16/2020,90.93952037,91.96076512,90.60590127,92.77356596,91.6856421,93.22940762,90.66732303
12/17/2020,92.20339883,93.0322981,92.3679837,90.52332395,91.8647369,90.14333473,93.95451653
12/18/2020,92.55472832,89.4117235,90.82756192,92.81088706,92.05195434,93.59042765,89.77717054
12/21/2020,89.02331816,90.39839925,91.7836263,90.57511824,92.52557509,92.19646081,89.75322968
12/22/2020,90.4018801,92.36379515,91.85628567,92.76353805,91.09094326,92.01395226,93.37574951
12/23/2020,90.05928284,89.09004005,92.30541681,93.24011857,90.8123188,92.09130754,93.52791107
12/24/2020,92.5071532,91.11919325,89.42166568,93.2680249,89.97462336,89.35700463,89.53411109
12/25/2020,93.58160917,93.54149327,93.36403192,90.6806987,90.82628281,89.41588495,90.89596686
12/28/2020,92.14491696,89.77717712,89.90143782,92.64362927,89.16530635,90.47777143,91.71424241
12/29/2020,90.9508283,91.91592643,91.92429135,93.24219356,92.72944018,91.22486237,91.44388231
12/30/2020,90.64427303,89.22333638,91.06908588,92.50862005,93.0870777,89.99346589,90.44471537
12/31/2020,91.25774441,89.86136156,93.35809375,90.84968371,89.58829607,90.98433566,91.12545621
01/01/2021,91.48354185,91.59560229,92.90450853,89.65297335,90.86551722,93.17213314,92.76095337
01/04/2021,90.8607521,89.77047076,90.79136455,91.24093152,90.74591052,91.55088991,91.26100445
01/05/2021,90.91838936,90.45884778,89.14980101,91.36581692,89.0751666,93.18953911,90.50623031
01/06/2021,89.60371894,92.26784033,91.48204974,91.71814941,93.95638029,91.94947488,90.31548498
01/07/2021,91.65096383,90.50565942,91.84415251,93.93684389,90.55466543,92.0268852,89.76972919
01/08/2021,91.40762998,89.57326822,89.65376481,90.39925748,92.10044458,89.39364433,93.81007176
01/11/2021,90.44464794,90.54354847,93.15577999,92.65221702,89.24874411,91.50423433,91.82807345
01/12/2021,90.30481798,90.21098819,89.96740064,91.92917272,91.89669468,90.0046636,93.03588591
01/13/2021,91.23002996,93.61193048,89.07629726,92.28579448,92.35511629,93.45096917,90.48448382
01/14/2021,89.59722543,89.32338303,93.49449156,89.70838933,89.13036227,90.50431348,92.39563133
01/15/2021,90.81967172,91.18918138,93.81761934,89.88066391,91.16911011,93.48575145,90.86361419
01/18/2021,93.08914295,89.72177602,91.81184399,93.09202014,89.63738957,90.54658603,93.75987282
01/19/2021,89.46356001,89.53653549,93.32043918,89.54258652,90.55669118,90.61488513,89.72998187
01/20/2021,93.76475453,90.84916934,93.51173363,92.12675662,93.27967202,93.31323952,92.93239718
01/21/2021,90.72371361,90.16036792,92.7091024,92.59432009,93.24888689,92.99828192,92.50238242
01/22/2021,89.33850314,89.22344703,93.1727018,89.75398522,90.73578598,92.04466427,91.91791992
01/25/2021,92.08937489,93.52185644,89.49075506,92.20170802,93.73812809,93.2052093,92.66834454
01/26/2021,91.57541389,90.72099386,90.84487831,91.94213236,92.94930018,93.40942996,90.26247474
01/27/2021,93.84786925,91.77874298,93.87239631,91.01183465,89.50789689,89.38234717,92.85276749
01/28/2021,92.12542432,90.58083065,93.10842422,90.11784744,93.17964036,90.00751324,92.95999652
01/29/2021,89.32232053,91.32469519,89.36333906,89.97149954,89.16903153,89.64449278,91.34802947
02/01/2021,89.67269971,93.18821588,93.95274998,89.77665392,92.08544985,89.42372928,89.13863134
